comment,label,rate,Unnamed: 3,comment_clean
Áo xấu.,NEG,2,,áo xấu
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền, vải đẹp quá mình sẽ ủng hộ shop hoài.",POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền vải đẹp quá mình sẽ ủng_hộ shop hoài
"Tuy nhiên vải kẻ phối hơi dày và nóng, cổ ảo rộng so với size, nếu vòng cổ thu nhỏ lại tầm 2-3 cm nữa thì ổn và mặc sẽ ko cảm giác bị đua ra.",NEU,3,,tuy_nhiên vải kẻ_phối hơi dày và nóng cổ_ảo rộng so với size nếu vòng cổ_thu nhỏ lại tầm 23 cm nữa thì ổn và mặc sẽ ko cảm_giác bị đua ra
Áo đẹp hàng ok.,POS,5,,áo đẹp hàng ok
Áo ko đúng size mặc chật.,NEG,2,,áo ko đúng size mặc chật
Mình tham khảo đánh giá sp của shop mới đặt mua.,POS,5,,mình tham_khảo đánh_giá sp của shop mới đặt mua
Chiếc vừa chiếc k.,NEG,2,,chiếc vừa chiếc k
"Quần mặc vừa và dễ chịu, tgian giao hàng nhanh.",POS,5,,quần mặc vừa và dễ_chịu tgian giao hàng nhanh
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, 10 sao nha, uy tín lắm shop.",POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn 10 sao nha uy_tín lắm shop
Nếu nẩy mầm tốt thì hay lắm!!!,NEU,3,,nếu nẩy mầm tốt thì hay lắm
Đầm dep giong hinh.,POS,5,,đầm dep giong hinh
Màu ko trắng mà là màu kem !,NEU,3,,màu ko trắng mà là màu kem
Khá tức !,NEG,2,,khá tức
Áo khác hoàn toàn so với trong hình.,NEG,1,,áo khác hoàn_toàn so với trong hình
Nhưng ko có hộp.,NEU,3,,nhưng ko có hộp
Giá cả hợp lí.,POS,4,,giá_cả hợp_lí
Tuy màu hơi đậm hơn trên hình.,POS,4,,tuy màu hơi đậm hơn trên hình
Vải áo phần màu trắng vải thô ko đc đẹp Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt.,NEU,3,,vải áo phần màu trắng vải thô_ko đc đẹp đóng_gói sản_phẩm chắc_chắn shop phục_vụ khá tốt
"Chất lượng sản phẩm không tốt, sản phẩm không giống hình và thiếu một dây giày.",NEG,1,,chất_lượng sản_phẩm không tốt sản_phẩm không giống_hình và thiếu một dây giày
Hơi bẩn còn lại tốt.,NEU,3,,hơi bẩn còn lại tốt
Mua thẻ để trả cho khách .,NEG,2,,mua thẻ để trả cho khách
"tình cờ tìm được shop trên insta, cũng lầ lần đầu tiên mua hàng order. chất lượng siêu đảm bảo, mình rất thích <3.",POS,5,,tình_cờ tìm được shop trên insta cũng lầ lần đầu_tiên mua hàng order chất_lượng siêu đảm_bảo mình rất thích 3
Rộng tí nửa thì OK.,POS,4,,rộng tí nửa thì ok
Chị chủ rất de thương.,POS,4,,chị chủ rất de_thương
Hạt sen rất ngon.,POS,5,,hạt sen rất ngon
Shop sơ suất quá.,NEG,1,,shop sơ_suất quá
rất tuyệt vời phục vụ rất ok cho shop 5sao chúc shop buôn may bán đắt.,POS,5,,rất tuyệt_vời phục_vụ rất ok cho shop 5 sao chúc_shop buôn_may bán đắt
Trắng toát xinh lắm cơ.,POS,5,,trắng toát_xinh lắm cơ
Nói chung là mua hàng của shop thích dễ sợ <3~.,POS,5,,nói_chung là mua hàng của shop_thích dễ sợ 3
Siêu lẹ :).,POS,4,,siêu lẹ
Thanks shop.,POS,5,,thanks shop
Chất lượng sp phù hợp vs giá tiền.,NEU,3,,chất_lượng sp phù_hợp vs giá tiền
Hàng y hình.,POS,5,,hàng y_hình
Chất lượng sản phẩm tuyệt vời vải áo và from áo đẹp lắm ạ .,POS,5,,chất_lượng sản_phẩm tuyệt_vời vải áo và from áo đẹp lắm ạ
Dai hơi ngắn xíu.,POS,4,,dai_hơi ngắn_xíu
"Chất vải đẹp, mặc rất mát, rất đáng tiền.",POS,4,,chất vải đẹp mặc rất mát rất đáng tiền
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm kém Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm kém đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt
Chất cũng ổn nhưng Quần hơi bé.,POS,4,,chất cũng ổn nhưng quần_hơi bé
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền rất đáng tiền
Nên mua.,POS,4,,nên mua
Sản phẩm rất đẹp rất đáng tiền💋💋💋💋.,POS,4,,sản_phẩm rất đẹp rất đáng tiền
Dày dặn nhưng giặt bị phai nha.,NEG,2,,dày dặn nhưng giặt bị phai nha
Thời gian giao hàng nhanh Thời gian giao hàng nhanh.,POS,5,,thời_gian giao hàng nhanh thời_gian giao hàng nhanh
ốp đẹp lắm Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,ốp đẹp lắm chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn
Chất ok.,POS,5,,chất ok
Dong goi chac ho tro nhiet tinh .da tes cam thay rat on.,POS,5,,dong goi chac ho tro nhiet tinh_da tes_cam thay rat on
"Chất lượng sản phẩm tuyệt vời, tư vấn nhiệt tình.",POS,5,,chất_lượng sản_phẩm tuyệt_vời tư_vấn nhiệt_tình
Chất lượng sản phẩm tạm đc da ko đc đẹp lắm.,NEU,3,,chất_lượng sản_phẩm tạm đc da ko đc đẹp lắm
Áo và quần chất lượng lắm ạ !,POS,5,,áo và quần chất_lượng lắm ạ
Mình sẽ ủng hộ dài dài.,POS,4,,mình sẽ ủng_hộ dài dài
❤️shop nói chuyện rất dê thương.,POS,5,,shop nói_chuyện rất dê_thương
"Chất lượng sản phẩm tuyệt vời, chất vải rất mềm mịn.",POS,5,,chất_lượng sản_phẩm tuyệt_vời chất vải rất mềm mịn
Rất đáng tiền !,POS,5,,rất đáng tiền
"máy chạy ồn, hiệu quả không tốt.",NEG,1,,máy chạy ồn_hiệu_quả không tốt
Mua rất nhiều lần và rất thích cách làm việc của shop ạ .,POS,5,,mua rất nhiều lần và rất thích cách làm_việc của shop ạ
"Áo đẹp, dày dặn, Thời gian giao hàng rất nhanh.",POS,4,,áo đẹp dày_dặn thời_gian giao hàng rất nhanh
Vải khá ấm :)) mặc mùa lạnh là oke luôn..,POS,5,,vải khá ấm mặc mùa lạnh là oke luôn
Chữ adidas thành chữ ji ko biết nói chung tiền nào của đấy rẻ tiền ko ưng.,NEG,1,,chữ adidas thành chữ ji ko biết nói_chung tiền nào của đấy rẻ_tiền ko ưng
màu nổi và tươi hơn trong hình ....màu k giống lắm.nhưng vải thì ok.,POS,4,,màu nổi và tươi hơn trong hình màu k giống lắmnhưng vải thì ok
Tuy giao hàng trễ nhưng vẫn cho 5* vì có sự giải thích rõ ràng.,POS,5,,tuy giao hàng trễ nhưng vẫn cho 5 vì có sự giải_thích rõ_ràng
Hơi tiếc 1 chút là áo mình bị lủng 1 lỗ nhỏ đằng trước.,NEG,1,,hơi tiếc 1 chút là áo mình bị lủng 1 lỗ nhỏ đằng trước
Sản phẩm rất đẹp y như hình.,POS,4,,sản_phẩm rất đẹp y_như hình
Thời gian giao hàng rất nhanh nhưng dễ tràn ra ngoài .,NEU,3,,thời_gian giao hàng rất nhanh nhưng dễ tràn ra ngoài
"Túi mini gọn, dễ thương.",NEU,3,,túi mini gọn dễ_thương
"Đồ mặc rất ok, chất vải rất tốt.",POS,4,,đồ mặc rất ok chất vải rất tốt
"Mực ngon, ngọt lắm nhé.",POS,5,,mực ngon ngọt lắm nhé
Áo cỡ nhỏ quá.ko mặc vừa .,NEG,1,,áo cỡ nhỏ quáko mặc vừa
"shop phục vụ tốt, máy k hoạt động mình nhắn tin thì được tư vấn và đổi trả đc sản phẩm, cho 4 sao về thái độ làm việc của shop.",POS,4,,shop phục_vụ tốt máy k hoạt_động mình nhắn_tin thì được tư_vấn và đổi trả đc sản_phẩm cho 4 sao về thái_độ làm_việc của shop
Nt trao đổi bảo gửi 2 màu xanh đen ok.,POS,5,,nt trao_đổi bảo gửi 2 màu xanh đen ok
Áo dễ thương ơi là dễ thương.,POS,5,,áo dễ_thương ơi_là dễ_thương
"Chất lương ok đẹp, m sẻ ung hộ shop tip.",POS,5,,chất lương ok đẹp m_sẻ ung_hộ shop tip
Shops phục vụ rất nhiệt tình.,POS,5,,shops phục_vụ rất nhiệt_tình
Đẹp phế.,POS,5,,đẹp phế
Chất lượng tốt mỗi chỉ không có hộp sản phẩm bên ngoài Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,,chất_lượng tốt mỗi chỉ không có hộp sản_phẩm bên ngoài đóng_gói sản_phẩm rất đẹp và chắc_chắn
Mẫu này k thích.,NEG,2,,mẫu này k thích
"Nhưng khi nướng lên ăn thì đến người khó tính nhất cũng khen ăn ngon, được.",POS,5,,nhưng khi nướng lên ăn thì đến người khó_tính nhất cũng khen ăn ngon được
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh
Mua nhiều shop khác nhau.,POS,4,,mua nhiều shop khác nhau
Shop phục vụ rất tốt.,POS,5,,shop phục_vụ rất tốt
GÓI hàng cẩn thận hơn nhé ==.,NEG,2,,gói hàng cẩn_thận hơn nhé
Chất lượng sản phẩm rất tốt.,POS,4,,chất_lượng sản_phẩm rất tốt
"Giày đẹp lắm ạ , nhưng có điều là dây giày ở trong hình là màu đen mà sao hàng mk nhận đc thì dây giày lại là màu trắng.",POS,4,,giày đẹp lắm ạ nhưng có_điều là dây giày ở trong hình là màu đen mà sao hàng mk nhận đc thì dây giày lại là màu trắng
"Mua voucher thì có lợi nhưng Dairy queen check mã voucher lâu lắm luôn, chờ cả 30p mới xong, hơi phiền.",POS,4,,mua voucher thì có lợi nhưng dairy queen check_mã voucher lâu lắm luôn chờ cả 30 p mới xong hơi phiền
"Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn, phù hợp vs giá tiền....",POS,5,,thời_gian giao hàng rất nhanh_shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn phù_hợp vs giá tiền
"Chủ shop rất nhiệt tình tư vấn, nên đây là đơn đặt hàng thứ 2 của tôi ngay khi tôi nhận hàng lần1.",POS,5,,chủ shop rất nhiệt_tình tư_vấn nên đây là đơn đặt_hàng thứ 2 của tôi ngay khi tôi nhận hàng lần1
Lúc nhận hàng kêu áo ngắn chụp ảnh gửi cho k trả lời luôn.,NEG,1,,lúc nhận hàng kêu áo ngắn chụp ảnh gửi cho k trả_lời luôn
Váy rất thơm 😂.,POS,5,,váy rất thơm
"Giày mình thấy đẹp nhưng thường mình đi 38 rộng mà lấy đôi nayd đi hơi kịch chân, khó chịu.",NEU,3,,giày mình thấy đẹp nhưng thường mình đi 38 rộng mà lấy đôi nayd đi hơi kịch chân khó_chịu
"Trà dễ uống, shop tư vấn nhiệt tình, có kèm theo quà khổ hoa km nữa.",POS,5,,trà dễ uống shop tư_vấn nhiệt_tình có kèm theo quà khổ hoa km nữa
Hợp túi tiền.,POS,4,,hợp túi_tiền
Thề méo bao h mua lại cái shop này nữa.,NEG,1,,thề méo bao_h mua lại cái shop này nữa
"Ngon nhưng hơi nhỏ,,to lên một chút để chưng bày đẹp mắt hơn bạn..!",NEU,3,,ngon nhưng hơi nhỏto lên một chut để chưng_bày đẹp_mắt hơn bạn
"Đã mua đến lần thứ ba rồi, khô gà của shop ăn ngon.",POS,5,,đã mua đến lần thứ ba rồi khô gà của shop ăn ngon
"Đóng gói siêu chắc chắn luôn nè, chưa dùng nên chưa biết có che tốt hay ko, thử ra tay thì chống nước tốt 💜.",POS,5,,đóng_gói siêu chắc_chắn luôn nè chưa dùng nên chưa biết có che tốt hay ko thử ra_tay thì chống nước tốt
Chất áo khá được.,NEU,3,,chất áo khá được
"giao màu ghi k giống hình, nhìn cũ, xấu, già.",NEG,1,,giao màu ghi k giống hình nhìn cũ xấu già
"Nhìn hình thi đẹp , ma Mac vo thay ki ki sao.",NEU,3,,nhin hinh thi đep ma mac vo thay ki ki sao
Giao hàng hơi lâu.,NEG,2,,giao hàng hơi lâu
Xỏ vào thì chỉ vải cứng nên cọ vào đau chân.,NEG,1,,xỏ vào thì chỉ vải cứng nên cọ vào đau chân
Nếu ko phải thì sẽ hỏi lại cho ra ngô khoai đó.,NEU,3,,nếu ko phải thì sẽ hỏi lại cho ra ngô_khoai đó
Cảm ơn shop còn gửi quà nhé.,POS,5,,cảm_ơn shop còn gửi quà nhé
Chất lượng sản phẩm tuyệt vời Tốt trong tầm giá.,POS,5,,chất_lượng sản_phẩm tuyệt_vời tốt trong tầm giá
"Mình chưa nhận được Voucher, sao báo là đã giao???",NEG,1,,mình chưa nhận được voucher sao báo là đã giao
Áo siêu yêu luôn🙃🙃🙃🙃Tặng shop 5 sao.,POS,5,,áo siêu_yêu luôntặng shop 5 sao
Vải cứng và mỏq kh đáng đồng tiền.,NEG,1,,vải cứng và mỏq kh đáng đồng_tiền
"Chất váy đẹp, giá rẻ sẽ tiếp tục ủng hộ shop.",POS,4,,chất váy đẹp giá rẻ sẽ tiếp_tục ủng_hộ shop
Áo đẹp ❤️❤️❤️ shop nhiệt tình 😍😍😍.,POS,5,,áo đẹp shop nhiệt_tình
"Phản hồi mình trả hàng đi, ko đổi ko ship j cả.",NEG,1,,phản_hồi mình trả hàng đi ko đổi ko ship j cả
Áo ok.,POS,4,,áo ok
Đóng gói sản phẩm rất đẹp và chắc chắn.,NEU,3,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Thời gian giao hàng rất nhanh.,POS,5,,thời_gian giao hàng rất nhanh
"Hơi không thích cái cúc vì khâu hơi lỏng, cái này tự xử cũng được =)))) nói chung là thích lắm =))) form đúng chuẩn Korea =)))).",POS,4,,hơi không thích cái cúc vì khâu hơi lỏng cái này tự_xử cũng được nói_chung là thích lắm form đúng chuẩn korea
"chất lượng sản phẩm tốt, hợp giá tiền.",POS,4,,chất_lượng sản_phẩm tốt_hợp giá tiền
"Chất đẹp, lên dáng đẹp.trước mua 1c mặc ưng quất thêm cái nữa ko hết.đáng đồng tiền.",POS,5,,chất đẹp lên dáng đẹptrước mua 1 c mặc ưng_quất thêm cái nữa ko hếtđáng đồng_tiền
Hàng Okie.,POS,5,,hàng okie
áo nguc bé quá.size 40 ma nhu size 36 y Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,,áo nguc bé quásize 40 ma nhu_size 36 y đóng_gói sản_phẩm rất đẹp và chắc_chắn
Cảm ơn Shop!,POS,5,,cảm_ơn shop
Hang ok.nhug duong chi may k dep lam.,POS,4,,hang oknhug_duong chi may k dep_lam
Giày max đẹp đi shop ạ.,POS,5,,giày max đẹp đi shop ạ
Chất vải ok tuy nhiên tay áo bị thủng 1 lỗ nhỏ và sau lưng bị vệt dơ.,NEU,3,,chất vải ok tuy_nhiên tay_áo bị thủng 1 lỗ nhỏ và sau lưng bị vệt dơ
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
"phục vụ rất lâu, 7h20-8h mấy mới được ăn.",NEG,1,,phục_vụ rất lâu 7 h208h mấy mới được ăn
Giá thành rẻ so với chất lượng.,POS,5,,giá_thành rẻ so với chất_lượng
Nói chung là ưng.,POS,4,,nói_chung là ưng
Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Thời gian giao hàng nhanh Tuy nhiên chất vải chưa đc mát lắm .,POS,4,,đóng_gói sản_phẩm chắc_chắn shop phục_vụ khá tốt thời_gian giao hàng nhanh tuy_nhiên chất vải chưa đc mát lắm
Áo vải mát nhưng dễ nhăn.,NEU,3,,áo vải mát nhưng dễ nhăn
dep!,POS,4,,dep
Thời gian giao hàng rất nhanh nhưng áo hơi dài 😞.,POS,4,,thời_gian giao hàng rất nhanh nhưng áo_hơi dài
Rất đáng yêu.😁😀.,POS,5,,rất đáng yêu
"Vải bình thường, hình in ko sắc nét, áo rộng so với size đưa ra.",NEU,3,,vải bình_thường hình in ko_sắc nét áo rộng so với size đưa ra
"Vải đẹp,trơn,vải ko dày,,ns chung đẹp.",POS,5,,vải đẹptrơnvải ko dàyns chung đẹp
vải dày dặn đẹp.,POS,5,,vải dày dặn đẹp
Đẹp.,POS,4,,đẹp
Hơi ngắn.,NEG,1,,hơi ngắn
Tuy nhiên shop trả lời tin nhắn hơi chậm.,POS,4,,tuy_nhiên shop trả_lời tin nhắn_hơi chậm
Shop uy tín.,POS,5,,shop uy_tín
Giao hàng nhanh.,POS,5,,giao hàng nhanh
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền💖💖💖.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền
Tại thích mặc ôm.,NEU,3,,tại thích mặc ôm
Không có gì phải chê.,POS,5,,không có gì phải chê
Quần bị rách hix.,NEG,2,,quần bị rách hix
Rất kém.,NEG,1,,rất kém
Hàng sấu.,NEG,1,,hàng sấu
"Tạm được, vải mặc hay nhăn.",NEU,3,,tạm được vải mặc hay nhăn
Sản phẩm ổn so với giá tiền.,POS,4,,sản_phẩm ổn so với giá tiền
Chất len dày dặn.,POS,4,,chất len_dày dặn
Hàng chất đẹp đi êm.,POS,4,,hàng chất đẹp đi êm
Quá đẹp quá tuyệt vời ưg cái bụng.,POS,5,,quá đẹp quá tuyệt_vời ưg cái bụng
Cảm ơn shop.,NEU,3,,cảm_ơn shop
"Mình cao 1m66 nặng 55kg, được shop tư vấn là vừa, nhưng thực tế là bị ngắn cả áo lẫn quần 😅😅 Bạn nào thấp hơn mặc sẽ đẹp hơn.",NEG,2,,mình cao 1 m66 nặng 55 kg được shop tư_vấn là vừa nhưng thực_tế là bị ngắn cả áo lẫn quần_bạn nào thấp hơn mặc sẽ đẹp hơn
"rất đẹp, mang vừa y.",POS,5,,rất đẹp mang vừa y
Rất đáng tiền.,POS,4,,rất đáng tiền
"hàng mịn chất lượng tuyệt vời , sẽ ủng hộ shop tiếp.",POS,5,,hàng mịn chất_lượng tuyệt_vời sẽ ủng_hộ shop tiếp
Thất vọng về sản phẩm quá ạ.,NEG,1,,thất_vọng về sản_phẩm quá ạ
Rất đáng tiền.,POS,5,,rất đáng tiền
Chât luong kem vai xau may thi thô.,NEG,1,,chât luong kem vai xau may thi thô
Nhận hàng mình ko thấy tem mác đâu hết.,NEU,3,,nhận hàng mình ko thấy tem mác đâu hết
Chất lượng sản phẩm tuyệt vời.Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,chất_lượng sản_phẩm tuyệt_vờiđóng gói sản_phẩm rất đẹp và chắc_chắn
Chắc hàng chuẩn ạ.,POS,4,,chắc hàng chuẩn ạ
"Ao nho qua, ko nhu nhin thay, Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh.",NEU,3,,ao nho qua ko nhu_nhin thay đóng_gói sản_phẩm chắc_chắn thời_gian giao hàng nhanh
Bị dãn phần cuối ống tay với cuối thân áo.,POS,4,,bị dãn phần cuối ống_tay với cuối thân áo
Mình sẽ ủng hộ tiếp.,POS,5,,mình sẽ ủng_hộ tiếp
Áo mua ở shop đẹp lắm ạ.,POS,4,,áo mua ở shop đẹp lắm ạ
Nhưng giao hàng khá lâu mong shop khắc phục .,NEG,2,,nhưng giao hàng khá lâu mong_shop khắc_phục
Giá rẻ.,POS,5,,giá rẻ
Cảm ơn shop rất nhiều.,POS,4,,cảm_ơn shop rất nhiều
Không như mong đợi lắm.,NEU,3,,không như mong_đợi lắm
Rất đáng tiền.,POS,5,,rất đáng tiền
"In giấy lụa sờ thích lắm shop, k bị xước😄shop giao hàng nhanh, ảnh đẹp khỏi chê😻.",POS,5,,in giấy lụa sờ_thích lắm shop k bị xướcshop giao hàng nhanh ảnh đẹp khỏi chê
"Mình 45 kg, 1m 53 hơi rộng.",POS,4,,mình 45 kg 1 m 53 hơi rộng
Áo với quần ok.,POS,4,,áo với quần_ok
Rất Hài Lòng 😘.,POS,5,,rất hài_lòng
Hài lòng 💋.,POS,5,,hài_lòng
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời
Vì mấy đánh giá 5* mà mình tin tưởng lầm.,NEG,1,,vì mấy đánh_giá 5 mà mình tin_tưởng lầm
"áo ngắn và xấu, không đẹp như trong hình, muốn trả hàng nhưng shop k chấp nhận.",NEG,1,,áo ngắn và xấu không đẹp như trong hình muốn trả hàng nhưng shop k chấp_nhận
Áo ngắn cũn như áo trẻ con.,NEG,1,,áo ngắn cũn như áo trẻ_con
"Form chuẩn, vải khá ổn.",POS,4,,form chuẩn vải khá ổn
Không nghĩ 90k có bộ đồ đẹp z á.,POS,5,,không nghĩ 90 k có bộ_đồ đẹp z á
Cảm ơn shop!,POS,5,,cảm_ơn shop
Son auth.,POS,5,,son auth
Chất lượng đồ bình thường nhưng shop ghi tên đồ mua là gì lên kiện hàng làm mình dị vs shipper dã man.,NEU,3,,chất_lượng đồ bình_thường nhưng shop ghi tên đồ mua là gì lên kiện hàng làm mình dị_vs shipper dã_man
Shop phục vụ không nhiệt tình.,NEG,2,,shop phục_vụ không nhiệt_tình
Áo mặc xinh.,POS,4,,áo mặc xinh
Hàng ok.,POS,5,,hàng ok
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt_shop phục_vụ rất tốt rất đáng tiền rất đáng tiền
Máy ổn lắm shop ạ mỗi tội để cường lực k cẩn thận vỡ r.,POS,4,,máy ổn lắm shop ạ mỗi tội để cường_lực k cẩn_thận vỡ r
Thân thiện đáng để tin cậy.,POS,4,,thân_thiện đáng để tin_cậy
"Sản phẩm hơi xước 1 chút, sử dụng vẫn ok.",POS,4,,sản_phẩm hơi xước 1 chút sử_dụng vẫn ok
Hic.,NEG,1,,hic
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
- Món canh đi kèm cực kỳ mặn!,NEG,1,,món canh đi kèm cực_kỳ mặn
Áo đẹp vải mịn 👍 shop tư vấn size mặc vừa lun 😘.,POS,5,,áo đẹp vải mịn_shop tư_vấn size mặc vừa lun
Hàng đẹp y như hình.,POS,5,,hàng đẹp y_như hình
Shop phục vụ rất kém hết hàng nhưng không báo lại đến khi hỏi thì bảo là hoàn lại tiền nhưng chỉ nói cho có tiền không thấy đâu 4 chục bạc mất cả uy tín áo thì rộng thênh thang cái nào cũng thế ctrai mặc thì vừa hơn mk mặc.,NEG,1,,shop phục_vụ rất kém hết hàng nhưng không báo lại đến khi hỏi thì bảo là hoàn lại tiền nhưng chỉ nói cho có tiền không thấy đâu 4 chuc bạc mất cả uy_tín_áo thì rộng thênh_thang cái nào cũng thế ctrai mặc thì vừa hơn mk mặc
Thi moi vua a.,NEU,3,,thi moi vua a
"Áo đẹp vô đối, đóng gói thì khỏi chê :> nói chung rất đáng đồng tiền khi mua ở shop này =)))).",POS,5,,áo đẹp vô_đối đóng_gói thì khỏi chê nói_chung rất đáng đồng_tiền khi mua ở shop này
Chất lượng sản phẩm tạm được .,POS,4,,chất_lượng sản_phẩm tạm được
May mua shop chị nữa em hạ hỏa chứ mà mua chắc shop mĩ phẩm kia chắc tức phát khóc mất.,NEG,2,,may mua shop chị nữa em hạ_hỏa chứ mà mua chắc shop mĩ_phẩm kia chắc tức_phát khóc mất
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời GIÀY OK LẮM Ạ.,POS,5,,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời giày_ok lắm ạ
Chất lượng sản phẩm tuyệt vời tuy nhiên hộp gói bung hết nhưng may ko bẩn áo.,POS,4,,chất_lượng sản_phẩm tuyệt_vời tuy_nhiên hộp_gói bung hết nhưng may ko bẩn áo
Giao còn thiếu nhiều thứ.,NEG,1,,giao còn thiếu nhiều thứ
Đóng gói sản phẩm rất đẹp và chắc chắn Cây đẹp nhưng hơi nhỏ.,POS,4,,đóng_gói sản_phẩm rất đẹp và chắc_chắn cây đẹp nhưng hơi nhỏ
Mặc cũng ok.,POS,4,,mặc cũng ok
Cực đẹp ạ ❤❤.,POS,5,,cực đẹp ạ
"Chất lượng sản phẩm tuyệt vời, sp đẹp y hình.",POS,4,,chất_lượng sản_phẩm tuyệt_vời sp đẹp y_hình
"Kiểu dáng chất lượng vải đẹp, rất tuyệt.",POS,5,,kiểu_dáng chất_lượng vải đẹp rất tuyệt
A chủ thì nhiệt tình .,POS,5,,a chủ thì nhiệt_tình
Chất lượng sản phẩm tuyệt vời Rất đáng tiền.thank shop nhju.,POS,4,,chất_lượng sản_phẩm tuyệt_vời rất đáng tiềnthank shop nhju
Không hài lòng về hàng.,NEG,1,,không hài_lòng về hàng
Balo thiết kế bề cao thấp hơn body máy.,POS,5,,balo thiết_kế bề cao thấp hơn body máy
"Bi lỗi ống quần , ống to ống nhỏ!",NEG,1,,bi lỗi ống_quần ống to ống nhỏ
Chất lượng sản phẩm tuyệt vời Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời rất đáng tiền
Hồng tươi nhưng mình thấy màu hơi đậm.,POS,4,,hồng_tươi nhưng mình thấy màu hơi đậm
"Chất lượng sản phẩm tuyệt vời, sp như hình.",POS,5,,chất_lượng sản_phẩm tuyệt_vời sp như hình
Mãi mới rình bắt được nó 😂.,POS,5,,mãi mới rình bắt được nó
"Giao hàng nhanh lắm, áo đẹp lắm nhưng nếu áo bự tí nữa sẽ đẹp hơn.",POS,5,,giao hàng nhanh lắm áo đẹp lắm nhưng nếu áo_bự tí nữa sẽ đẹp hơn
